1.807111,1.816037
0.958943,0.947200
0.848660,0.910949
4.135443,4.081204
0.433685,0.431787
0.433997,0.432419
0.438959,0.432516
0.440654,0.435106
0.445911,0.431939
0.456981,0.431287
0.421074,0.435847
0.429717,0.432378
0.446596,0.430832
0.430465,0.432803
0.443014,0.431655
0.432947,0.432418
0.433485,0.431618
0.430548,0.438465
0.411584,0.434282
0.445303,0.432763
0.440521,0.430934
0.416785,0.436842
0.422462,0.435445
0.438653,0.435983
0.434106,0.432920
0.444573,0.430479
0.418670,0.438876
0.439896,0.443946
0.413653,0.437244
0.425294,0.434348
0.434462,0.434092
0.418848,0.434744
0.442391,0.434863
0.436768,0.432222
0.451474,0.460696
0.422329,0.434865
0.464461,0.433755
0.446422,0.430952
0.430296,0.433087
0.426755,0.432115
0.452068,0.430301
0.444647,0.433182
