id,label
0,0
1,1
2,0
3,6
4,3
5,6
6,2
7,4
8,4
9,2
10,3
11,0
12,4
13,2
14,6
15,5
16,5
17,5
18,5
19,3
20,5
21,5
22,6
23,4
24,0
25,6
26,4
27,2
28,0
29,5
30,3
31,6
32,3
33,6
34,6
35,4
36,6
37,2
38,4
39,3
40,0
41,4
42,0
43,2
44,6
45,3
46,5
47,3
48,5
49,6
50,6
51,3
52,5
53,4
54,4
55,3
56,2
57,4
58,5
59,3
60,6
61,3
62,4
63,3
64,5
65,3
66,5
67,6
68,2
69,6
70,6
71,5
72,6
73,3
74,2
75,6
76,5
77,6
78,4
79,4
80,4
81,0
82,0
83,3
84,5
85,0
86,3
87,3
88,5
89,3
90,6
91,5
92,6
93,6
94,0
95,0
96,2
97,3
98,3
99,0
100,3
101,6
102,0
103,3
104,2
105,2
106,6
107,6
108,6
109,3
110,3
111,0
112,0
113,2
114,3
115,2
116,3
117,6
118,2
119,6
120,5
121,3
122,0
123,2
124,4
125,6
126,3
127,6
128,5
129,5
130,2
131,6
132,2
133,6
134,5
135,5
136,5
137,3
138,6
139,6
140,0
141,3
142,0
143,4
144,4
145,6
146,3
147,3
148,3
149,2
150,6
151,0
152,5
153,3
154,5
155,5
156,4
157,5
158,0
159,3
160,0
161,3
162,3
163,3
164,6
165,6
166,6
167,0
168,5
169,6
170,6
171,4
172,5
173,6
174,0
175,6
176,0
177,4
178,4
179,5
180,6
181,3
182,5
183,3
184,5
185,6
186,2
187,3
188,3
189,3
190,3
191,4
192,4
193,5
194,3
195,6
196,5
197,6
198,0
199,0
200,6
201,3
202,0
203,3
204,3
205,5
206,4
207,4
208,2
209,2
210,6
211,1
212,0
213,4
214,6
215,5
216,5
217,4
218,4
219,3
220,5
221,4
222,5
223,6
224,0
225,3
226,5
227,0
228,0
229,3
230,0
231,6
232,5
233,3
234,3
235,3
236,3
237,4
238,0
239,6
240,3
241,6
242,6
243,0
244,1
245,3
246,3
247,3
248,0
249,0
250,4
251,2
252,4
253,2
254,3
255,6
256,5
257,4
258,2
259,6
260,0
261,0
262,0
263,6
264,2
265,0
266,2
267,3
268,3
269,4
270,6
271,4
272,5
273,3
274,5
275,3
276,4
277,5
278,0
279,6
280,3
281,5
282,6
283,2
284,6
285,6
286,5
287,6
288,4
289,6
290,5
291,3
292,6
293,0
294,3
295,6
296,2
297,6
298,6
299,3
300,6
301,4
302,2
303,3
304,0
305,3
306,5
307,3
308,3
309,3
310,3
311,6
312,6
313,6
314,1
315,0
316,4
317,2
318,4
319,3
320,4
321,4
322,3
323,6
324,6
325,4
326,2
327,3
328,3
329,5
330,3
331,3
332,0
333,3
334,2
335,3
336,2
337,6
338,0
339,4
340,6
341,5
342,6
343,4
344,2
345,6
346,3
347,3
348,2
349,0
350,6
351,0
352,6
353,3
354,6
355,4
356,3
357,0
358,3
359,2
360,2
361,6
362,3
363,6
364,5
365,3
366,3
367,3
368,2
369,4
370,6
371,6
372,4
373,4
374,6
375,4
376,0
377,5
378,4
379,4
380,6
381,2
382,3
383,4
384,3
385,6
386,3
387,5
388,6
389,0
390,6
391,6
392,3
393,5
394,0
395,5
396,2
397,5
398,4
399,0
400,0
401,5
402,3
403,3
404,2
405,6
406,5
407,5
408,5
409,5
410,3
411,5
412,4
413,3
414,3
415,6
416,6
417,5
418,5
419,4
420,6
421,3
422,0
423,0
424,5
425,0
426,2
427,3
428,3
429,4
430,5
431,6
432,2
433,6
434,6
435,0
436,6
437,2
438,3
439,6
440,6
441,0
442,6
443,2
444,6
445,4
446,0
447,3
448,2
449,1
450,0
451,3
452,6
453,4
454,4
455,5
456,4
457,2
458,0
459,6
460,5
461,5
462,2
463,3
464,6
465,6
466,4
467,3
468,6
469,2
470,3
471,5
472,2
473,2
474,6
475,1
476,6
477,6
478,2
479,4
480,6
481,6
482,6
483,4
484,6
485,2
486,6
487,5
488,3
489,6
490,3
491,4
492,3
493,0
494,4
495,4
496,5
497,2
498,4
499,5
500,6
501,4
502,3
503,5
504,0
505,3
506,3
507,6
508,3
509,4
510,0
511,3
512,0
513,5
514,5
515,3
516,5
517,4
518,0
519,6
520,3
521,6
522,4
523,6
524,3
525,6
526,3
527,5
528,4
529,2
530,0
531,3
532,5
533,5
534,0
535,6
536,6
537,6
538,5
539,3
540,5
541,6
542,6
543,6
544,5
545,5
546,6
547,6
548,3
549,3
550,6
551,4
552,4
553,4
554,0
555,6
556,0
557,4
558,0
559,4
560,1
561,0
562,5
563,5
564,2
565,5
566,6
567,5
568,4
569,6
570,0
571,3
572,6
573,6
574,5
575,2
576,4
577,3
578,2
579,5
580,4
581,3
582,0
583,3
584,5
585,6
586,4
587,5
588,6
589,2
590,6
591,3
592,4
593,6
594,3
595,3
596,4
597,6
598,4
599,4
600,1
601,2
602,4
603,6
604,3
605,4
606,0
607,4
608,6
609,4
610,0
611,5
612,3
613,6
614,5
615,6
616,0
617,6
618,4
619,2
620,3
621,6
622,4
623,3
624,3
625,3
626,6
627,2
628,6
629,3
630,6
631,3
632,0
633,4
634,5
635,4
636,5
637,0
638,0
639,4
640,5
641,4
642,3
643,6
644,3
645,4
646,6
647,6
648,5
649,3
650,4
651,4
652,6
653,3
654,6
655,5
656,3
657,2
658,6
659,5
660,4
661,3
662,3
663,3
664,3
665,5
666,4
667,6
668,4
669,0
670,4
671,6
672,6
673,2
674,6
675,6
676,0
677,4
678,6
679,6
680,0
681,2
682,5
683,6
684,2
685,6
686,6
687,3
688,6
689,3
690,3
691,2
692,4
693,0
694,4
695,6
696,5
697,3
698,2
699,4
700,2
701,3
702,2
703,6
704,5
705,0
706,3
707,0
708,3
709,3
710,0
711,0
712,2
713,3
714,6
715,3
716,6
717,2
718,3
719,6
720,6
721,3
722,3
723,0
724,4
725,0
726,6
727,2
728,6
729,4
730,3
731,6
732,6
733,6
734,6
735,5
736,4
737,6
738,0
739,3
740,6
741,6
742,6
743,3
744,3
745,2
746,0
747,3
748,5
749,3
750,3
751,3
752,0
753,4
754,6
755,3
756,0
757,0
758,3
759,4
760,3
761,0
762,2
763,3
764,6
765,3
766,3
767,6
768,6
769,6
770,3
771,0
772,4
773,4
774,2
775,5
776,3
777,6
778,6
779,2
780,3
781,6
782,6
783,4
784,0
785,6
786,3
787,4
788,4
789,6
790,3
791,6
792,3
793,4
794,0
795,3
796,6
797,5
798,0
799,5
800,3
801,6
802,5
803,0
804,5
805,3
806,5
807,6
808,4
809,0
810,3
811,2
812,4
813,6
814,0
815,6
816,6
817,5
818,4
819,2
820,4
821,5
822,4
823,0
824,5
825,6
826,5
827,4
828,5
829,6
830,0
831,5
832,2
833,2
834,0
835,0
836,3
837,4
838,5
839,0
840,6
841,4
842,0
843,4
844,6
845,0
846,3
847,6
848,3
849,5
850,4
851,4
852,6
853,6
854,0
855,2
856,4
857,3
858,4
859,5
860,4
861,5
862,1
863,4
864,6
865,0
866,6
867,4
868,3
869,3
870,3
871,3
872,0
873,2
874,6
875,6
876,6
877,5
878,3
879,0
880,3
881,4
882,6
883,6
884,5
885,4
886,0
887,3
888,4
889,5
890,3
891,5
892,3
893,4
894,2
895,6
896,2
897,3
898,4
899,6
900,6
901,3
902,3
903,6
904,5
905,3
906,3
907,5
908,4
909,5
910,5
911,4
912,4
913,0
914,4
915,6
916,4
917,6
918,4
919,0
920,6
921,1
922,3
923,6
924,2
925,3
926,2
927,6
928,6
929,6
930,6
931,0
932,5
933,4
934,3
935,5
936,3
937,5
938,3
939,3
940,3
941,6
942,6
943,0
944,6
945,2
946,4
947,6
948,3
949,3
950,5
951,2
952,6
953,2
954,1
955,4
956,4
957,6
958,6
959,5
960,2
961,4
962,0
963,3
964,3
965,2
966,0
967,2
968,3
969,3
970,3
971,3
972,6
973,0
974,6
975,4
976,1
977,6
978,6
979,6
980,4
981,5
982,0
983,6
984,6
985,6
986,3
987,3
988,3
989,3
990,3
991,6
992,2
993,6
994,4
995,4
996,4
997,6
998,6
999,3
1000,5
1001,6
1002,6
1003,4
1004,4
1005,6
1006,0
1007,4
1008,5
1009,0
1010,6
1011,5
1012,6
1013,3
1014,4
1015,3
1016,6
1017,0
1018,3
1019,4
1020,6
1021,0
1022,2
1023,0
1024,2
1025,6
1026,4
1027,2
1028,0
1029,6
1030,5
1031,0
1032,3
1033,3
1034,4
1035,3
1036,3
1037,0
1038,5
1039,6
1040,6
1041,6
1042,3
1043,6
1044,4
1045,6
1046,3
1047,4
1048,0
1049,6
1050,3
1051,6
1052,4
1053,6
1054,5
1055,3
1056,4
1057,3
1058,3
1059,4
1060,3
