id,label
0,4
1,1
2,0
3,6
4,3
5,3
6,4
7,6
8,4
9,2
10,3
11,0
12,4
13,2
14,6
15,5
16,5
17,2
18,5
19,3
20,6
21,0
22,0
23,4
24,0
25,6
26,4
27,2
28,0
29,5
30,3
31,6
32,3
33,6
34,6
35,4
36,6
37,2
38,6
39,3
40,0
41,4
42,0
43,4
44,6
45,3
46,5
47,3
48,5
49,6
50,6
51,3
52,5
53,4
54,4
55,3
56,2
57,4
58,5
59,3
60,6
61,3
62,4
63,3
64,5
65,3
66,5
67,6
68,5
69,3
70,4
71,5
72,4
73,3
74,2
75,6
76,5
77,6
78,4
79,4
80,4
81,0
82,4
83,3
84,5
85,4
86,3
87,3
88,5
89,3
90,4
91,0
92,3
93,6
94,0
95,1
96,2
97,3
98,3
99,0
100,3
101,6
102,0
103,3
104,2
105,2
106,6
107,6
108,2
109,3
110,3
111,0
112,0
113,4
114,3
115,2
116,3
117,6
118,2
119,6
120,5
121,3
122,0
123,2
124,4
125,6
126,3
127,6
128,3
129,5
130,2
131,6
132,2
133,6
134,5
135,5
136,5
137,3
138,6
139,6
140,0
141,3
142,0
143,0
144,2
145,4
146,3
147,3
148,3
149,2
150,4
151,2
152,5
153,3
154,5
155,5
156,4
157,5
158,0
159,3
160,0
161,3
162,3
163,3
164,6
165,6
166,6
167,4
168,5
169,6
170,4
171,4
172,5
173,6
174,4
175,6
176,0
177,4
178,6
179,5
180,0
181,3
182,2
183,3
184,3
185,6
186,4
187,3
188,3
189,3
190,4
191,3
192,4
193,2
194,3
195,4
196,5
197,6
198,0
199,1
200,3
201,3
202,0
203,3
204,3
205,5
206,4
207,4
208,4
209,2
210,6
211,1
212,0
213,0
214,4
215,5
216,5
217,4
218,4
219,3
220,3
221,4
222,5
223,6
224,0
225,3
226,5
227,0
228,0
229,3
230,4
231,6
232,5
233,4
234,3
235,3
236,3
237,4
238,0
239,6
240,3
241,6
242,6
243,0
244,1
245,3
246,3
247,3
248,0
249,4
250,4
251,2
252,2
253,3
254,3
255,6
256,5
257,6
258,2
259,6
260,0
261,4
262,0
263,6
264,2
265,0
266,2
267,3
268,3
269,4
270,4
271,4
272,5
273,3
274,5
275,3
276,4
277,5
278,2
279,6
280,3
281,5
282,6
283,2
284,4
285,6
286,2
287,6
288,4
289,6
290,5
291,3
292,6
293,4
294,3
295,4
296,4
297,6
298,6
299,3
300,4
301,4
302,2
303,3
304,0
305,3
306,5
307,3
308,3
309,3
310,3
311,6
312,6
313,3
314,1
315,2
316,4
317,2
318,2
319,3
320,4
321,4
322,3
323,6
324,6
325,2
326,2
327,3
328,3
329,5
330,3
331,3
332,0
333,3
334,0
335,3
336,3
337,4
338,0
339,3
340,6
341,5
342,6
343,6
344,2
345,6
346,3
347,3
348,2
349,0
350,6
351,0
352,6
353,3
354,0
355,4
356,3
357,0
358,3
359,2
360,4
361,5
362,3
363,6
364,5
365,3
366,3
367,3
368,2
369,4
370,3
371,6
372,4
373,4
374,4
375,2
376,0
377,5
378,4
379,4
380,6
381,2
382,3
383,4
384,3
385,6
386,3
387,5
388,3
389,0
390,6
391,6
392,3
393,2
394,0
395,5
396,2
397,2
398,4
399,0
400,6
401,5
402,3
403,3
404,2
405,6
406,5
407,5
408,2
409,5
410,0
411,5
412,4
413,3
414,3
415,6
416,6
417,6
418,5
419,4
420,6
421,3
422,0
423,4
424,6
425,0
426,0
427,3
428,3
429,4
430,5
431,4
432,2
433,6
434,6
435,0
436,4
437,2
438,3
439,6
440,4
441,0
442,6
443,2
444,6
445,3
446,0
447,6
448,0
449,1
450,4
451,3
452,6
453,4
454,4
455,5
456,2
457,4
458,0
459,6
460,5
461,5
462,0
463,3
464,6
465,6
466,3
467,3
468,6
469,4
470,3
471,2
472,4
473,2
474,6
475,1
476,6
477,6
478,2
479,4
480,0
481,6
482,6
483,4
484,4
485,4
486,6
487,5
488,3
489,6
490,2
491,4
492,3
493,0
494,4
495,4
496,5
497,2
498,4
499,5
500,4
501,4
502,3
503,5
504,6
505,3
506,6
507,6
508,6
509,4
510,2
511,3
512,0
513,5
514,2
515,3
516,5
517,4
518,0
519,0
520,3
521,6
522,4
523,6
524,3
525,3
526,3
527,3
528,4
529,0
530,0
531,3
532,5
533,5
