id,label
0,0
1,1
2,1
3,1
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,1
14,0
15,0
16,1
17,0
18,1
19,1
20,1
21,0
22,1
23,0
24,1
25,0
26,1
27,0
28,0
29,1
30,1
31,0
32,1
33,0
34,0
35,1
36,0
37,1
38,1
39,0
40,1
41,1
42,1
43,1
44,1
45,1
46,1
47,0
48,1
49,1
50,1
51,0
52,1
53,1
54,1
55,1
56,0
57,0
58,0
59,0
60,1
61,1
62,0
63,1
64,0
65,1
66,0
67,0
68,0
69,0
70,1
71,1
72,0
73,1
74,0
75,1
76,0
77,0
78,0
79,0
80,1
81,0
82,0
83,0
84,0
85,1
86,1
87,1
88,1
89,0
90,0
91,1
92,0
93,0
94,0
95,0
96,1
97,0
98,0
99,0
100,0
101,1
102,0
103,1
104,1
105,0
106,1
107,1
108,1
109,1
110,1
111,1
112,0
113,0
114,0
115,0
116,1
117,1
118,0
119,0
120,1
121,1
122,1
123,0
124,1
125,0
126,0
127,1
128,0
129,1
130,1
131,1
132,1
133,1
134,1
135,1
136,1
137,0
138,1
139,0
140,0
141,1
142,1
143,1
144,0
145,0
146,1
147,1
148,0
149,1
150,1
151,0
152,1
153,1
154,0
155,0
156,1
157,1
158,1
159,1
160,0
161,1
162,1
163,1
164,0
165,1
166,1
167,0
168,0
169,1
170,1
171,0
172,1
173,0
174,1
175,0
176,0
177,0
178,0
179,0
180,0
181,0
182,1
183,1
184,0
185,1
186,1
187,0
188,0
189,1
190,0
191,0
192,1
193,1
194,0
195,1
196,0
197,1
198,0
199,1
200,1
201,1
202,0
203,1
204,0
205,0
206,0
207,1
208,1
209,1
210,1
211,0
212,0
213,0
214,0
215,0
216,1
217,1
218,0
219,0
220,1
221,1
222,1
223,0
224,0
225,1
226,0
227,1
228,0
229,1
230,0
231,0
232,0
233,1
234,1
235,0
236,1
237,1
238,0
239,1
240,1
241,1
242,1
243,1
244,1
245,0
246,1
247,0
248,0
249,0
250,1
251,1
252,0
253,0
254,1
255,0
256,1
257,0
258,0
259,1
260,0
261,0
262,0
263,1
264,1
265,0
266,0
267,1
268,0
269,1
270,1
271,1
272,0
273,1
274,1
275,0
276,0
277,1
278,1
279,0
280,0
281,0
282,1
283,1
284,0
285,1
286,0
287,1
288,0
289,0
290,0
291,0
292,0
293,1
294,1
295,0
296,0
297,1
298,0
299,0
300,0
301,0
302,0
303,0
304,1
305,0
306,0
307,0
308,0
309,0
310,0
311,1
312,0
313,1
314,0
315,1
316,0
317,0
318,1
319,1
320,1
321,1
322,0
323,1
324,0
325,1
326,1
327,0
328,1
329,1
330,1
331,1
332,1
333,0
334,1
335,0
336,1
337,1
338,1
339,1
340,1
341,1
342,1
343,1
344,1
345,1
346,1
347,1
348,0
349,1
350,0
351,0
352,1
353,0
354,0
355,1
356,0
357,0
358,0
359,0
360,0
361,1
362,1
363,1
364,1
365,0
366,0
367,0
368,0
369,0
370,0
371,1
372,1
373,0
374,0
375,1
376,0
377,1
378,0
379,0
380,1
381,1
382,1
383,1
384,0
385,1
386,0
387,1
388,0
389,1
390,0
391,0
392,1
393,0
394,0
395,0
396,0
397,1
398,0
399,1
400,0
401,1
402,1
403,1
404,0
405,0
406,1
407,1
408,1
409,0
410,0
411,1
412,1
413,1
414,1
415,0
416,1
417,1
418,0
419,0
420,1
421,1
422,1
423,1
424,0
425,1
426,1
427,1
428,0
429,1
430,0
431,0
432,1
433,1
434,1
435,1
436,1
437,1
438,0
439,0
440,0
441,1
442,1
443,0
444,1
445,1
446,1
447,0
448,1
449,0
450,1
451,0
452,0
453,0
454,1
455,0
456,1
457,1
458,1
459,0
460,0
461,0
462,0
463,1
464,0
465,1
466,0
467,0
468,0
469,1
470,1
471,1
472,1
473,0
474,1
475,1
476,1
477,1
478,1
479,0
480,0
481,1
482,1
483,0
484,1
485,0
486,0
487,1
488,1
489,1
490,1
491,1
492,1
493,0
494,1
495,1
496,1
497,0
498,1
499,0
500,0
501,0
502,1
503,1
504,0
505,0
506,0
507,1
508,0
509,0
510,1
511,0
512,0
513,0
514,0
515,1
516,1
517,0
518,1
519,0
520,0
521,0
522,0
523,1
524,0
525,1
526,0
527,1
528,1
529,1
530,0
531,1
532,1
533,1
534,0
535,1
536,0
537,0
538,0
539,0
540,0
541,0
542,1
543,1
544,0
545,1
546,1
547,0
548,0
549,1
550,0
551,0
552,0
553,1
554,0
555,0
556,1
557,1
558,0
559,0
560,0
561,1
562,1
563,1
564,1
565,0
566,0
567,0
568,1
569,0
570,1
571,1
572,1
573,0
574,0
575,0
576,1
577,1
578,0
579,1
580,1
581,0
582,1
583,0
584,0
585,1
586,1
587,0
588,0
589,1
590,0
591,1
592,0
593,0
594,0
595,1
596,0
597,1
598,1
599,0
600,1
601,0
602,0
603,1
604,1
605,0
606,1
607,1
608,0
609,0
610,0
611,0
612,1
613,0
614,0
615,1
616,0
617,1
618,1
619,1
620,1
621,0
622,1
623,1
624,0
625,0
626,0
627,1
628,0
629,0
630,1
631,1
632,1
633,0
634,0
635,1
636,1
637,1
638,1
639,1
640,1
641,0
642,0
643,1
644,0
645,0
646,1
647,1
648,1
649,1
650,0
651,0
652,0
653,0
654,0
655,0
656,0
657,1
658,1
659,0
660,1
661,1
662,1
663,1
664,1
665,0
666,0
667,0
668,1
669,1
670,0
671,0
672,0
673,0
674,0
675,0
676,0
677,1
678,0
679,1
680,0
681,0
682,0
683,0
684,1
685,1
686,0
687,1
688,1
689,1
690,0
691,1
692,0
693,1
694,1
695,1
696,0
697,1
698,1
699,0
700,0
701,0
702,0
703,0
704,0
705,1
706,1
707,0
708,1
709,0
710,0
711,0
712,1
713,0
714,1
715,1
716,1
717,0
718,1
719,1
720,0
721,0
722,0
723,0
724,1
725,1
726,0
727,1
728,1
729,0
730,1
731,0
732,1
733,0
734,1
735,1
736,0
737,1
738,1
739,0
740,1
741,0
742,1
743,0
744,0
745,0
746,0
747,1
748,0
749,1
750,1
751,0
752,1
753,0
754,0
755,1
756,1
757,1
758,1
759,0
760,1
761,1
762,1
763,0
764,0
765,0
766,1
767,0
768,0
769,1
770,1
771,0
772,0
773,0
774,1
775,0
776,0
777,1
778,1
779,0
780,0
781,1
782,0
783,1
784,1
785,1
786,1
787,0
788,0
789,1
790,1
791,1
792,1
793,0
794,1
795,1
796,1
797,0
798,1
799,1
800,1
801,0
802,0
803,1
804,0
805,1
806,0
807,1
808,0
809,1
810,0
811,1
812,1
813,1
814,0
815,1
816,0
817,1
818,1
819,0
820,0
821,1
822,1
823,0
824,1
825,1
826,1
827,0
828,1
829,1
830,1
831,0
832,0
833,1
834,1
835,1
836,0
837,1
838,0
839,0
840,1
841,1
842,1
843,0
844,1
845,0
846,0
847,0
848,1
849,0
850,0
851,0
852,0
853,0
854,0
855,1
856,0
857,0
858,0
859,0
860,0
861,1
862,0
863,1
864,1
865,1
866,1
867,0
868,1
869,0
870,1
871,1
872,0
873,0
874,1
875,0
876,0
877,0
878,1
879,1
880,1
881,0
882,1
883,1
884,1
885,1
886,1
887,1
888,0
889,1
890,1
891,1
892,0
893,1
894,1
895,0
896,1
897,0
898,1
899,1
900,1
901,0
902,0
903,0
904,1
905,0
906,0
907,0
908,1
909,0
910,0
911,0
912,0
913,1
914,0
915,1
916,0
917,1
918,0
919,0
920,0
921,1
922,0
923,1
924,1
925,1
926,0
927,0
928,0
929,1
930,1
931,1
932,0
933,1
934,1
935,1
936,0
937,0
938,0
939,0
940,0
941,0
942,0
943,0
944,0
945,1
946,0
947,0
948,1
949,0
950,1
951,0
952,1
953,0
954,0
955,0
956,0
957,0
958,1
959,0
960,1
961,1
962,1
963,0
964,1
965,1
966,1
967,1
968,0
969,0
970,0
971,1
972,1
973,0
974,1
975,1
976,1
977,1
978,1
979,1
980,1
981,0
982,0
983,0
984,0
985,1
986,1
987,1
988,1
989,1
990,0
991,1
992,1
993,0
994,1
995,0
996,1
997,0
998,0
999,0
1000,0
1001,0
1002,1
1003,1
1004,1
1005,0
1006,1
1007,1
1008,0
1009,1
1010,1
1011,0
1012,0
1013,0
1014,0
1015,1
1016,0
1017,1
1018,1
1019,0
1020,0
1021,0
1022,1
1023,0
1024,1
1025,0
1026,0
1027,1
1028,1
1029,1
1030,0
1031,1
1032,0
1033,1
1034,1
1035,0
1036,0
1037,0
1038,1
1039,1
1040,1
1041,1
1042,0
1043,1
1044,0
1045,1
1046,1
1047,0
1048,1
1049,1
1050,0
1051,1
1052,1
1053,0
1054,0
1055,0
1056,0
1057,0
1058,0
1059,0
1060,1
